"prol_id","prol_id_clean","cond","points_rank","is_woman","raceeth","is_minority","political_affil","political_affil_buckets","political_ideology","jw_combined","choice","fr_why_first_over_second","fr_why_second_over_third","coder","Nonsensical_1_yes_0_no_","Propensity_for_intentional_fraud_system_abuse_gaming_including_both_this_method_is_better_because_it_does_that_less_and_this_method_is_worse_because_it_does_that_more_by_either_the_applicants_or_the_people_allocating_the_funds","Ability_to_help_the_neediest_targets_and_or_underserved_groups","Extent_to_which_the_method_requires_personal_resources_speed_of_finding_out_about_the_program_etc_","Amount_of_bias_discrimination_level_playing_field","Extent_to_which_the_method_s_allow_for_or_reward_applicant_effort","Randomness_is_bad_general_and_or_randomness_is_bad_because_the_funding_agency_didn_t_make_enough_of_an_effort_to_think_of_a_better_system","Considers_relevant_appropriate_factors","Women_mentioned","Racial_ethnic_minorities_mentioned","Other_reasons","Comments_on_other_reasons","is_matched_tofr"
"5d57062817ee8d0001cda0f6","5d57062817ee8d0001cda0f6","Min",3,TRUE,"Black or African American",TRUE,"Democrat","Democrat","Very Liberal",3,"lf","It's less a reason for people to suspect favoritism is going on.","Everyone has the chance to apply at the same time.","X","0",0,0,0,1,0,0,0,0,0,0,"",TRUE
"5d60b5beea1c1c0001c98bf6","5d60b5beea1c1c0001c98bf6","Min",3,TRUE,"White",FALSE,"Democrat","Democrat","Moderate",4.57142857142857,"lf","Because it doesn't discriminate, everyone will have a shot at it. If it's first come first served some business owners may have a high need but may not make it in time so they could lose out. The points system would have been higher up, I agreed with everything except minorities getting points, because then it's not fair to everyone, it's discriminating.","I would have said it's the other way around but I think it's not fair unless you give everyone an equal shot and the points system is biased against people that are not minorities. I understand minorities face discrimination so they may need more help but overall I think first come first served is more fair.","K","0",0,0,0,1,0,0,0,0,1,0,"",TRUE
"5d62b2186f363200168bbb85","5d62b2186f363200168bbb85","Min",3,TRUE,"White",FALSE,"Democrat","Democrat","Liberal",1.14285714285714,"fl","There could be major flaws in the way government assigns points in a point system.","Everyone would have an equal chance at a grant, regardless if you had been in business 20 years of 5 years.","X","0",0,0,0,1,0,0,0,0,0,0,"",TRUE
"5d87e122e951a10001c3811a","5d87e122e951a10001c3811a","Wom",3,TRUE,"White,Hispanic, Latino, or Spanish",TRUE,"Democrat","Democrat","Very Liberal",1.66666666666667,"fl","Because I have applied for grants and after not ever receiving anything, I called up and was told because of where I lived that the computer automatically deleted my application in favor of lower-income zip codes. My area is mix of old money, new money, middle-waged earners and low-income.  I am not wealthy and trying to survive on pandemic unemployment.  Therefore, I think I may have a better shot in a ""first-come, first-served"" scenario.","So, that everyone gets a fair chance from the taco cart vendor to larger businesses.","X","0",0,0,0,1,0,0,0,0,0,0,"",TRUE
"5dbd1569f8223b28d73ed6ae","5dbd1569f8223b28d73ed6ae","No_info",3,TRUE,"White",FALSE,"Democrat","Democrat","Liberal",2.71428571428571,"lf","Because it does not rely on human judgement, nor on their possible biases.","First come, first serve is, again, a way to avoid human bias. A points system is open to those biases, insofar as someone has to decide what the points are given for, and the allotting and tallying of the points is open to human preference and tampering. A human would also have to decide what constitutes ""more damage"" for a business. It's also biased against younger businesses, and businesses not owned by women.","X","0",0,0,0,1,0,0,0,1,0,0,"",TRUE
"5dc9f3a0e2633171257d503e","5dc9f3a0e2633171257d503e","Min",3,TRUE,"Black or African American",TRUE,"Democrat","Democrat","Very Liberal",3.14285714285714,"fl","That the way I Believe first come first receive, that the way it is in my home time","Because the Lottery can't see color or race","X","0",0,0,0,1,0,0,0,0,1,0,"",TRUE
"5dcef1425e9119034948cd9e","5dcef1425e9119034948cd9e","No_info",3,TRUE,"White",FALSE,"Democrat","Democrat","Liberal",2.28571428571429,"lf","I think all applications received within the specified time frame should be given equal consideration (rather than ""first come, first served""), because this method encourages thoughtful completion of the application, rather than a possibly careless rush to get it in first.","The points system seemed arbitrary, favoring, for example women over men, regardless of their individual circumstances.","K","0",0,0,1,1,0,0,0,1,0,0,"",TRUE
"5dd2eb4998981d2f9d3d6e7b","5dd2eb4998981d2f9d3d6e7b","No_info",3,FALSE,"White",FALSE,"Democrat","Democrat","Liberal",3.14285714285714,"lf","The first come first served seems most likely to be corrupted by who you know and inside information.","I picture the points system as a bureaucracy nightmare and prone to who you know corruption.","X","0",1,0,0,0,0,0,0,0,0,0,"",TRUE
"5dd39fe1428d61389d95ca1a","5dd39fe1428d61389d95ca1a","Wom",3,TRUE,"Asian",TRUE,"Democrat","Democrat","Liberal",3.28571428571429,"lf","Because no one is favored.  There should be equal chance","I would be concerned about subjectivity in this case.","X","0",0,0,0,1,0,0,0,0,0,0,"",TRUE
"5dd827c1393bd37c1adb1d47","5dd827c1393bd37c1adb1d47","No_info",3,TRUE,"White",FALSE,"Democrat","Democrat","Very Liberal",2.71428571428571,"lf","I think anything that is random will be fairer than having any sort of human bias involved..","I think a point system unfairly favors businesses that have been around longer and thus has more consistent patronage, so those that get their applications in quickly is a slightly fairer system.","X","0",0,0,0,1,0,0,0,0,0,1,"I think a point system unfairly favors businesses that have been around longer and thus has more consistent patronage",TRUE
"5ddab4c559b1b0a089f10680","5ddab4c559b1b0a089f10680","No_info",3,TRUE,"White",FALSE,"Democrat","Democrat","Liberal",1.85714285714286,"fl","It seems more fair than a lottery because businesses made the effort to apply quickly.  It seems more fair than a points system because the points don't make a business more deserving.","A points system seems least fair because it rewards businesses for being around a long time or suffering more Covid-19 damage.  I don't think that makes them more deserving of help.","X","0",0,0,0,0,1,0,0,0,0,1,"A points system seems least fair because it rewards businesses for being around a long time or suffering more Covid-19 damage.  I don't think that makes them more deserving of help.",TRUE
"5de7ca192294f172c699b7dc","5de7ca192294f172c699b7dc","Min",3,TRUE,"Black or African American",TRUE,"Democrat","Democrat","Moderate",2.14285714285714,"fl","A lottery can be manipulated, but a time and date stamp is more reliable(maybe).","How/Who determines the point value is key. If this is made known before applying, it will need to be verified once a person applies for the loan.","X","0",1,0,0,0,0,0,0,0,0,1,"How/Who determines the point value is key. If this is made known before applying, it will need to be verified once a person applies for the loan.",TRUE
"5df97cf6deea2b70989b6528","5df97cf6deea2b70989b6528","Min",3,TRUE,"White",FALSE,"Democrat","Democrat","Liberal",3.71428571428571,"lf","I think lottery doesn't give anyone a fair or unfair advantage. It puts all businesses on a level playing field, and the money distribution is by chance, so fair to all.","If looking logically at the word ""fair"", then that means that any one of the businesses have an equal chance of success as the others in winning the grant money. If you take into account a points system, this might be ""good"", but it's not necessarily objectively fair.","K","0",0,0,0,1,0,0,0,0,0,0,"",TRUE
"5e718c86686c0c0b7759f340","5e718c86686c0c0b7759f340","No_info",3,FALSE,"White",FALSE,"Democrat","Democrat","Liberal",3,"lf","It gives all of the businesses a fair chance.","It should not be based on if the owner is a female and if the business has been around longer.","X","0",0,0,0,1,0,0,0,1,0,0,"",TRUE
"5e87206614560f0118569c49","5e87206614560f0118569c49","Wom",3,TRUE,"White",FALSE,"Democrat","Democrat","Moderate",3.28571428571429,"fl","Because it rewards people for being proactive and seeking assistance quickly.","It gives you at least a random chance of obtaining funds.","K","0",0,0,0,1,1,0,0,0,0,0,"",TRUE
"5eb874e6c1a2497c3e723cdd","5eb874e6c1a2497c3e723cdd","No_info",3,TRUE,"White",FALSE,"Democrat","Democrat","Liberal",2,"lf","Because it's random and doesn't discriminate since it's just a random lottery, all the tickets are the same","Because it doesn't give new business' that are struggling any chance to receive funding","K","0",0,0,0,1,0,0,0,0,0,1,"Longevity should not be considered in any allocation decisions",TRUE
"5ec65717c3f23402bd723985","5ec65717c3f23402bd723985","No_info",3,FALSE,"White",FALSE,"Democrat","Democrat","Very Liberal",1,"lf","A lottery is 100% random. Everyone has an equal chance in a lottery.","A points system is least fair because it is prone to corruption. Government leaders can be bribed to favor one group over another when selecting who receives help.","K","0",1,0,0,1,0,0,0,0,0,0,"",TRUE
"5ed7b5af65b9ae09f16de102","5ed7b5af65b9ae09f16de102","Wom",3,FALSE,"Black or African American",TRUE,"Democrat","Democrat","Conservative",5,"fl","If a business need help, they need to be responsible to be one of the first to apply.","A lottery makes it so no one is biased, and every one is on the same footing when trying to get a loan or grant.","K","0",0,0,0,1,1,0,0,0,0,0,"",TRUE
"5ed934afb9f9f64aaee79735","5ed934afb9f9f64aaee79735","No_info",3,TRUE,"White",FALSE,"Democrat","Democrat","Liberal",2.28571428571429,"lf","It was a hard decision, but I feel just because one business applied before another business doesn’t mean the 2nd business is less deserving.","The Points system is not fair at all. Who decides what business is more deserving?  For example, why would a business that has been around longer get more points?  Why would a business owned by a woman deserve more points?","K","0",0,0,1,1,0,0,0,0,0,0,"",TRUE
"5edd2fcef800d10a3eb19771","5edd2fcef800d10a3eb19771","Min",3,FALSE,"Asian",TRUE,"Democrat","Democrat","Moderate",4.14285714285714,"lf","gives every one an equal chance","majorities are just as important as minorities","K","0",0,0,0,1,0,0,0,0,1,0,"",TRUE
"5ee3c01c7247c006e9a3f4fd","5ee3c01c7247c006e9a3f4fd","Min",3,TRUE,"White",FALSE,"Democrat","Democrat","Liberal",2,"lf","I don't think it's the way they SHOULD do it, but giving each small business equal consideration and the same chance of getting assistance is the fairest solution in my opinion.","Let me be clear - I think it's how it SHOULD work, but I don't think it's fairest from an objective standpoint.  Objectively, everyone who requests assistance should be given the same chance of receiving it.  A points system does not give everyone an equal chance to get help.","X","0",0,0,0,1,0,0,0,0,0,0,"",TRUE
"5ee6d6e22472a0463a271bd8","5ee6d6e22472a0463a271bd8","Min",3,TRUE,"Black or African American",TRUE,"Democrat","Democrat","Liberal",2.28571428571429,"lf","With a lottery, each business has the same chance as the next one. I would be fine with the points system if the businesses have to be minority-owned.","Again the points system would be at the top of my list if it didn't include the requirement that the business be minority-owned. Therefore, first come, first served is fairer.","X","0",0,0,0,1,0,0,0,0,1,0,"",TRUE
"5eefffc64a6f612cce2f349d","5eefffc64a6f612cce2f349d","No_info",3,FALSE,"White",FALSE,"Democrat","Democrat","Moderate",3.42857142857143,"lf","Because it is not a biased approach. It considers all eligible businesses the same and randomly selects.","Because you are placing some groups above others so by nature it is not fair. For example, you would give minority-owned businesses preferential treatment over non minority-owned businesses.","K","0",0,0,0,1,0,0,0,0,1,0,"",TRUE
"5f0395a63963d05bc235abdb","5f0395a63963d05bc235abdb","Min",3,TRUE,"White",FALSE,"Democrat","Democrat","Liberal",3.57142857142857,"fl","if you needed help you should have applied for it immediately","why should a specific group get help over another? it should be a lottery system","X","0",0,0,0,1,0,0,0,0,0,0,"",TRUE
"5f05d81ae130ca08ee2c73b7","5f05d81ae130ca08ee2c73b7","Min",3,FALSE,"White",FALSE,"Democrat","Democrat","Liberal",3.85714285714286,"fl","Help to the businessman because they are big loss in the covid19","Because decision is basic very special.","X","0",0,1,0,0,0,0,0,0,0,0,"",TRUE
"5f2083ac02b8d238f29c9146","5f2083ac02b8d238f29c9146","Wom",3,TRUE,"Asian",TRUE,"Democrat","Democrat","Moderate",4,"lf","This way people will not feel cheated. This will make sure that the process is fair and not rigid by someone.","I dislike first come first serve because not everyone will know about the program. If it is first come first serve that mean the first few will most likely know each other.","X","0",0,0,1,1,0,0,0,0,0,0,"",TRUE
"5f21f8a46a97191e94a4d08c","5f21f8a46a97191e94a4d08c","Min",3,TRUE,"White",FALSE,"Democrat","Democrat","Moderate",3.14285714285714,"lf","I think firstCome first serve is more fair than the lottery because the people that apply first probably need it more","Because who applies first should get it first","X","0",0,1,0,0,1,0,0,0,0,0,"",TRUE
"5f3b4e9c61c5b5864b78df00","5f3b4e9c61c5b5864b78df00","Min",3,FALSE,"White",FALSE,"Democrat","Democrat","Liberal",2.42857142857143,"lf","Because it gives everyone an equal chance, it's not based on who finds the information first.","beacause points seems confusing and people could theoretically pay for more points if they wanted to or rigged the system more than the other one.","K","0",1,0,1,1,0,0,0,0,0,0,"",TRUE
"5f5023517ef2f019cf3ebb57","5f5023517ef2f019cf3ebb57","Min",3,TRUE,"Black or African American",TRUE,"Democrat","Democrat","Moderate",1.71428571428571,"fl","In this case it doesn't matter what race you are.","This also is a random method so race does not come up.","X","0",0,0,0,1,0,0,0,0,1,0,"",TRUE
"5f5588eb6fb28c959e202247","5f5588eb6fb28c959e202247","Wom",3,TRUE,"White",FALSE,"Democrat","Democrat","Very Liberal",2.57142857142857,"lf","It gives business that are a bit slower to apply a chance to get money.","The points favor business with certain aspects, like whether the business owner is a woman.","K","0",0,0,0,1,0,0,0,1,0,0,"",TRUE
"5f59c2adde090d2216ed8cf7","5f59c2adde090d2216ed8cf7","Min",3,TRUE,"White",FALSE,"Democrat","Democrat","Liberal",4.71428571428571,"lf","Randomness is better than whoever gets there first","Not sure just felt like the least Plausible","K","0",0,0,0,1,0,0,0,0,0,0,"",TRUE
"5f6ac3f62c65e21a96d0a5e1","5f6ac3f62c65e21a96d0a5e1","Wom",3,TRUE,"White",FALSE,"Democrat","Democrat","Liberal",3.71428571428571,"lf","It is random, and therefore more ""fair"". However, it is not the method I would choose. I would choose the points based system.","It is least fair but it is the one I would choose for best results.","X","1",0,0,0,0,0,0,0,0,0,NA,"",TRUE
"5f8d33b7ec24b1000bf6709f","5f8d33b7ec24b1000bf6709f","Min",3,FALSE,"White",FALSE,"Democrat","Democrat","Liberal",4.85714285714286,"fl","This makes it look more about punctuality","this leaves it to chance and luck","X","0",0,0,0,0,1,0,0,0,0,1,"fcfs is more punctuality and L is by chance and luck",TRUE
"5f905595f5c81a0e3feee963","5f905595f5c81a0e3feee963","No_info",3,TRUE,"Black or African American",TRUE,"Democrat","Democrat","Moderate",4.71428571428571,"lf","Because through the lottery method no one is able to cheat it is just based on luck.","Because women are not the only one that needs support.","K","0",1,0,0,1,0,0,0,1,0,0,"",TRUE
"5f9310b5c848c0098b27db59","5f9310b5c848c0098b27db59","Min",3,FALSE,"Black or African American",TRUE,"Democrat","Democrat","Moderate",4,"fl","I believe it’s fair because if a small business  is in need of help they should seek out assistance immediately. The sooner they apply the more it shows how serious they are in resolving financial issue.","In the scenario all business apply for assistance at the same time I believe the most fair way to choose who receives help is a lottery.","X","0",0,1,0,0,1,0,0,0,0,0,"",TRUE
"5f97d19f018e77000cc67d21","5f97d19f018e77000cc67d21","Wom",3,FALSE,"White,Asian",TRUE,"Democrat","Democrat","Liberal",3.28571428571429,"lf","Of eligible applicants it would give no preference to any type of business.","It assumes female run businesses are more deserving than other equal businesses.","K","0",0,0,0,1,0,0,0,1,0,0,"",TRUE
"5f9d6c8b87770828f1f08fbe","5f9d6c8b87770828f1f08fbe","Wom",3,TRUE,"White,Black or African American",TRUE,"Democrat","Democrat","Liberal",3.28571428571429,"fl","Because whoever applies first no matter what gender, situation, etc. is able to get help. There can be no discrimination.","I think a lottery would make it so there could be little to no discrimination.","K","0",0,0,0,1,0,0,0,0,0,0,"",TRUE
"5fa941f4897b8d0670476392","5fa941f4897b8d0670476392","No_info",3,FALSE,"White",FALSE,"Democrat","Democrat","Liberal",3.14285714285714,"lf","A lottery is the only true way to make honest selections","The point system specified businesses owned by woman, which is unfair","K","0",0,0,0,1,0,0,0,1,0,0,"",TRUE
"5fb97d5abca3904f436dce46","5fb97d5abca3904f436dce46","Min",3,TRUE,"White",FALSE,"Democrat","Democrat","Moderate",3.42857142857143,"lf","Randomly picking winners is the mostly fair and i believe no one is to blame but their luck.","Points system would have been great if racial minorities were not given a special here. Why? Covid-19 did hit the whole world and all races and not racial minorities took a hit, we all did. Giving them a special treatment i believe is not fair!","K","0",0,0,0,1,0,0,0,0,1,0,"",TRUE
"5fbecc1233812d000a94a7c3","5fbecc1233812d000a94a7c3","Min",3,FALSE,"White",FALSE,"Democrat","Democrat","Liberal",3.28571428571429,"lf","Even though information might travel faster these days, there might be one or tow barriers stopping people from getting it on time. Let the lottery decide when all have registered and that could only be fair,","If there is no lottery then serve whoever is first in the queue. Using point based in relation to racial minorities is wrong. All lives matter and prioritizing racial minorities is just wrong","X","0",0,0,1,0,0,0,0,0,1,0,"",TRUE
"5fc428fae5097e713227eb40","5fc428fae5097e713227eb40","No_info",3,TRUE,"White",FALSE,"Democrat","Democrat","Liberal",3.71428571428571,"fl","There is no possible option for discrimination, intentional or not.","There is possibility for discrimination, intentional or not.","X","0",0,0,0,1,0,0,0,0,0,0,"",TRUE
"5fc4675eac1a5c78cda54009","5fc4675eac1a5c78cda54009","Wom",3,TRUE,"Black or African American",TRUE,"Democrat","Democrat","Liberal",2.42857142857143,"fl","I think that the business that need it more and has been affected sooner would apply first.","I think a points system would be unfair because of the way the points are accumulated. A lottery system would depend on luck","K","0",0,1,0,1,1,0,0,0,0,0,"",TRUE
"5fd42ec810245e19ba8e14c7","5fd42ec810245e19ba8e14c7","Wom",3,TRUE,"Black or African American",TRUE,"Democrat","Democrat","Liberal",2,"lf","Since a lottery is random, it will be more unbiased.","I think the points system maybe more unfair to new businesses.","K","0",0,0,0,1,0,0,0,0,0,1,"Points system will discriminate against new businesses",TRUE
"5fda85f17ef234500fe72670","5fda85f17ef234500fe72670","No_info",3,TRUE,"Hispanic, Latino, or Spanish",TRUE,"Democrat","Democrat","Moderate",4.28571428571429,"lf","It just a random go, if your business failed now and not at the start of covid would that be fair?","Its least fair because, new business should get a chance to succeed as well and get help just like others","X","0",0,0,0,0,0,0,0,0,0,1,"P is least fair because, new business should get a chance to succeed as well and get help just like others",TRUE
"5fda9d7e39b731531f5227ff","5fda9d7e39b731531f5227ff","Min",3,FALSE,"Black or African American",TRUE,"Democrat","Democrat","Liberal",4.57142857142857,"fl","Although Lottery is quite cool but this is the case everybody needs it so think the government being fair enough first come served. If you really need it you will be there soon","I believe we use money to get money, you know everybody needs the help the government I think the government applying this lottery is cool it will above discrimination","X","0",0,1,0,1,1,0,0,0,0,0,"",TRUE
"5fde8b0b83f6af5f585d3719","5fde8b0b83f6af5f585d3719","Min",3,FALSE,"White",FALSE,"Democrat","Democrat","Very Liberal",5.42857142857143,"fl","I thing that- Let's start with the Advantages: FCFS algorithm doesn't include any complex logic, it just puts the process requests in a queue and executes it one by one. Hence, FCFS is pretty simple and easy to implement. Eventually, every process will get a chance to run, so starvation doesn't occur.","The principle of first-come-first-served is simple, and it's fair.","X","0",0,0,0,0,0,0,0,0,0,1,"FCFS is simple and easy to implement",TRUE
"5fe08ca304a1df9ba476db62","5fe08ca304a1df9ba476db62","Min",3,FALSE,"White",FALSE,"Democrat","Democrat","Very Liberal",2.42857142857143,"fl","Lottery and points systems don't allow appropriate distribution. The first come first served methof at least makes the decision readonable","It values businesses on meaningless criteria","X","0",0,0,0,0,0,0,0,0,0,1,"The first come first served methof at least makes the decision readonable",TRUE
"5fe27a64d8918b64e1d3047b","5fe27a64d8918b64e1d3047b","Min",3,FALSE,"White",FALSE,"Democrat","Democrat","Very Conservative",5.28571428571429,"fl","first is the most fair way for the government small buisseness","i think a lottery is  ore fair than a point  contribute","X","1",0,0,0,0,0,0,0,0,0,NA,"",TRUE
"5fe395daf8f7248650ce8873","5fe395daf8f7248650ce8873","Wom",3,FALSE,"Black or African American",TRUE,"Democrat","Democrat","Moderate",1.28571428571429,"fl","I actually thought the point system was fair I just didn't like the part about if the business is owned by a woman or not. that shouldn't matter it should be seniority rule or who needs it most so they don't go out of business","i think lottery is least fair i think that because random businesses that dont need it as much as others can get it first","X","0",0,1,0,0,0,1,0,1,0,0,"",TRUE
"5fe45eebfef4d1177a3aeba6","5fe45eebfef4d1177a3aeba6","No_info",3,FALSE,"Black or African American",TRUE,"Democrat","Democrat","Liberal",4.14285714285714,"fl","Because it will help the first set of businesses that applied since is not all the businesses that will be given.","Because, this will help the government not to select a particular group of people rather it will be random.","K","0",0,0,0,1,1,0,0,0,0,0,"",TRUE
"560d6f1e54221f001235e1ed","560d6f1e54221f001235e1ed","Min",3,TRUE,"White",FALSE,"Independent","Independent","Moderate",2.85714285714286,"lf","Because it's random. Many people are struggling, and may not have resources such as fast (or any) internet at home, may have lost their phone service, may spend time teaching/taking care of kids or sick partner/parents, etc., so may not be able to jump online right away to enter. I don't think it's fair to give points for race. There are already set asides and other Affirmative Action programs that take that into account.","I think it's somewhat good, other than the race part. I don't think it's fair to push one group ahead of others. Not everyone who's non-black has had advantages, many people/families weren't even here during slavery, and lots of immigrants face/have faced discrimination, I think we need to treat people as individuals, rather than groups.","K","0",0,0,1,1,0,0,0,0,1,0,"",TRUE
"5662218473ac8700058095b1","5662218473ac8700058095b1","No_info",3,FALSE,"White",FALSE,"Independent","Independent","Conservative",4.71428571428571,"lf","Every owner has made an effort in creating their business. While it makes sense for the government to support the stock of businesses overall, it does not make sense for the government to pick winners and losers.","It's still better than the government picking winners and losers.","K","0",1,0,0,1,0,0,0,0,0,0,"",TRUE
"58742bf5d53c97000159df8c","58742bf5d53c97000159df8c","Wom",3,TRUE,"White",FALSE,"Independent","Independent","Very Conservative",4.57142857142857,"lf","It gives everyone an equal chance to get that help. It's not biased and doesn't judge anyone. It's all a matter of luck and this seems most fair to me.","It's biased and gives precedence over certain others first. That doesn't seem fair to me.","K","0",0,0,0,1,0,0,0,0,0,0,"",TRUE
"58cbd23d5d42920001414dd8","58cbd23d5d42920001414dd8","Wom",3,FALSE,"White",FALSE,"Independent","Independent","Moderate",4,"fl","Why not? The applied first and, if they are eligible, they should receive first.","Why give a preference to anyone? Random drawing is unbiased.","X","0",0,0,0,1,1,0,0,0,0,0,"",TRUE
"5a5a507d76d1c60001ab2ac7","5a5a507d76d1c60001ab2ac7","Min",3,TRUE,"White",FALSE,"Independent","Independent","Moderate",4.14285714285714,"lf","Because it is random. No one is above or below.  And whomever gets picked doesn't matter what category they fall into.","Because who decides to give the points? The minorities are getting points because they are a minority whether they worked harder or less. One business may have been operating for years and gets nothing while because a minority got more points they get the help.","K","0",0,0,0,1,0,0,1,0,1,0,"",TRUE
"5a8b61fcf1408d000176b02f","5a8b61fcf1408d000176b02f","Wom",3,TRUE,"White",FALSE,"Independent","Independent","Conservative",3,"fl","It is just the one that makes the most sense. Most people would not want to be the one to pick and choose who gets what","It is with a draw.  Everyone has a fair chance","X","0",0,0,0,1,0,0,0,0,0,0,"",TRUE
"5b33a01fa8327d0001003821","5b33a01fa8327d0001003821","Wom",3,TRUE,"White",FALSE,"Independent","Independent","Conservative",3.42857142857143,"fl","I think it is the fairest because those that apply first should get first consideration.","A lottery is also fair because of the fact that they are just picking randomly. This way, everyone gets a chance. I don't like the points system because if you are just starting out and only have been in a business for a few year, or you are male or you have a smaller business loss, that should not disqualify you from the grant. I think that it discriminates against anyone who does not meet the qualifications for the point system.","K","0",0,0,0,1,1,0,0,0,0,0,"",TRUE
"5b49eba46a4f840001f77485","5b49eba46a4f840001f77485","Wom",3,TRUE,"White",FALSE,"Independent","Independent","Moderate",2.85714285714286,"lf","Because businesses that may desperately need help may not be one of the ""first come"" for reasons such as the corona virus affecting them or their families, trying to get school figured out for their kids, etc.
They shouldn't be penalized for things like that","I just think it's slightly more fair than giving preference to women owned businesses. Women want equality - not preferential treatment","K","0",0,1,1,1,0,0,0,1,0,0,"",TRUE
