prol_id,choice,fr_why_first_over_second,fr_why_second_over_third,coder,Nonsensical? (1 = yes; 0 = no),Propensity for intentional fraud/system abuse/gaming (including both “this method is better because it does that less” and “this method is worse because it does that more”) by either the applicants or the people allocating the funds,"Ability to help the neediest targets, and/or underserved groups","Extent to which the method requires personal resources, speed of finding out about the program, etc.",Amount of bias/discrimination/level playing field,Extent to which the method(s) allow for or reward applicant effort,Randomness is bad (general) and/or randomness is bad because the funding agency didn’t make enough of an effort to think of a better system,"Considers relevant/appropriate factors  (the preferred method DOES this, and/or the method they don't like does NOT do this)",Women - mentioned,Racial/ethnic minorities - mentioned,Other reasons,Comments on other reasons
5de7b7fe4f21b471a884c36e,pf,First Come First served is dependent on having the time to apply right away and not as fair as a points system that would reward the most deserving.,Lottery is totally random,K,0,0,1,1,0,0,1,0,0,0,0,
5fc18185a0dd4e1293faac34,pl,"I just feel like, the business with the most damage from COVID-19, should get priority help.  I also feel like women businesses should be priority too, mainly because I feel like they are already at a disadvantage in a male dominant society.","Yes, because then every one could get a chance instead of people rushing in and get the benefits because they were first.",K,0,0,1,1,1,0,0,0,1,0,0,
5a791168f49c9a0001f31061,pf,"It is set up to specifically give an advantage to businesses that meet certain criteria in order to hopefully provide them with assistance. They aren't guaranteed help, but they are guaranteed an advantage with points. It levels the playing field much more than the other two by intentionally giving some leverage to certain business groups.","This gives the fastest people to apply the opportunity to receive assistance. With a lottery, you can be be fast or the fastest, but it doesn't mean anything. You are still given the same odds as other applicants. That's why I think a lottery is least fair.",K,0,0,1,0,1,1,1,0,0,0,0,
5d8a64630ffb9c001746ca2c,lf,"First come - first served is a fair way to do things, but it depends on how quickly somebody can apply and how skilled they are at doing it. A lottery gives people time to apply and the lottery is unbiased.",A point system is inherently unfair and I don't believe the claims of women being marginalized. I think its just another excuse to give some groups advantages they don't deserve.,K,0,0,0,1,1,0,0,0,1,0,0,
5fe0555515b59b8f153e80ea,lp,If it's random it more fair,Points are status marks showing you've earned something,K,0,0,0,0,1,0,0,1,0,0,0,
5dcea7314d51e4107516c80d,pl,It makes sense to award this money in a thoughtful and rational way. The businesses should meet certain criteria so that the grants can do the most good.,"""First come first served"" means that some found out about the grants before others, that's all. I hate the idea of people scrambling around and pushing ahead; this pre-selects aggressive people and isn't fair to those who couldn't get to the head of the line.  A lottery is more fair.",K,0,0,1,1,0,0,0,1,0,0,0,
5fb5d0347bcf111b3f1e7720,lf,There is no bias or competition it is literally random,In that case its more of a race than anything if you didn't get it you wernt fast enough,K,0,0,0,0,1,1,0,0,0,0,0,
5c1baf8fdbc4da0001648218,pf,I think business income should be accessed and include how much they normally make. I live in Key West Florida and the big bars who make millions of dollars off of the tourism are the first with their hand out for the money. They could survive and get the big tax write off loss. The smaller businesses it is much harder for them. They live paycheck to paycheck. I think the smaller businesses should receive the money first.,This was a tough one for me. They are both equal in my view.,K,0,0,1,0,0,0,0,0,0,0,1,Small businesses should receive the grants over bigger businesses
5d1555fe628de0001966c2fa,pl,Because this directly reflects need and how much a business is struggling,"I don't like first come first served, in that those with easier access to the application get the approval",K,0,0,1,1,0,0,0,0,0,0,0,
5662218473ac8700058095b1,lf,"Every owner has made an effort in creating their business. While it makes sense for the government to support the stock of businesses overall, it does not make sense for the government to pick winners and losers.",It's still better than the government picking winners and losers.,K,0,1,0,0,1,0,0,0,0,0,0,
5fe4ee0a18b76b2c7bb1c4ba,lp,Random selection has no bias,Establishes priorities for those who need help most if points are rewarded according to a recognized ranking system,K,0,0,1,0,1,0,0,0,0,0,0,
5fc5a148185b5c12152a7633,pf,"Business owners do not have the same access or ability to apply for these grants. In fact, it is possible that some small business owners may be completely unaware that help is available.",The lottery system may end up giving to businesses that are thriving and had no plans on applying for aid in the first place. A program like this should have criteria outside of random selections.,K,0,0,0,1,0,0,0,1,0,0,0,
5fc7a6aaa7646c0009521161,pl,because the larger employers can utilize their size and knowledge to be the first come and first served.,Because the largest companies have the knowledge on how to get the help and get it all before the smaller companies that actually need it.,K,0,0,1,1,0,0,0,0,0,0,0,
5fa2502cc809e7419b400926,pf,This lets the government think critically of how they must be spending their money.,The lottery can give the funds to a business who needs it less. It is smart but not calculated enough.,K,0,0,1,0,0,0,1,1,0,0,0,
5e6c057dbc9dab1ba2c5bac4,pf,"It looks at who really needs the help the most.
It also takes into account women based ownership.",It rerwards initiative to apply right away. The people that apply right away would seem to earn tye consideration.,K,0,0,1,0,0,1,0,0,1,0,0,
5f8f1ae4dd6cd111d6f9507e,fp,it shows some kind of accountability,lotteries are merely luck,K,0,0,0,0,0,1,1,0,0,0,0,
5d073bbfffd6f0000150a7eb,pl,"I believe it offers a fair view of looking at the different businesses that have applied. And it would result in more businesses that are minority owned, getting a more fair shot at receiving aid.","A lottery is complete and total randomness so anyone at all that qualifies may apply. In a first-come first-served, only the people that are able to get there quickest may receive payment making it difficult for anyone else to receive the funding they need.",K,0,0,1,1,1,0,0,0,0,1,0,
5995be89f9db7d0001895993,lp,"The first come first served is unfair to especially a business that does not have all of its information readily available, especially in states that require quite a bit of documentation. The point stysten as described heavily weighs some points but not others that I feel are just as important = for one , the women owned, and I am a women owned business, but many others just as worthy are family owned, male owned, mixed gender owned, - everyone should have equal footing, as well as how long in business, that is very discriminatory, and I have some longeveity in business, my current business will turn 8 in  a couple days.","As stated above, I feel it leans heavily on people who know the system, so to say, they know right away what documentation to have , where to go for info..I think it unfairly locks out businesses that are not as savvy to the governmental processes, which can be very scary and intimidating.",K,0,0,0,1,1,0,0,0,0,0,0,
5fdd5fc0eac8ab3d665e60a2,pl,"I think a points system is more fair than a lottery and first-come first-served because it takes into account the previous history of the various businesses. If a business has a history of being successful and is run by a woman, then I believe it deserves more help than a business that does not have a history of being successful.",I think first-come first-served is least fair because I believe wealthy people are more likely to have the contacts and resources to apply for aid before people with small businesses who may not understand how to apply for aid. I believe that first-come first-served will likely exacerbate inequalities in wealth.,K,0,0,0,1,0,0,0,1,1,0,0,
5fc934a8984e2538827e16c0,pl,"I would like to be able to know who was getting it and why, keeps everyone accountable. I don't trust our government so I don't trust them to actually pick randomly for lottery.",It shouldn't be about who has the best insider info so all the large companies get there first with the intel they got from the congress people that they have been making rich.,K,0,1,0,1,0,0,0,0,0,0,0,
5fe5bd6d23b19b3b7ca566d3,fl,"Let's start with the Advantages: FCFS algorithm doesn't include any complex logic, it just puts the process requests in a queue and executes it one by one. Hence, FCFS is pretty simple and easy to implement. Eventually, every process will get a chance to run, so starvation doesn't occur.","The principle of first-come-first-served is simple, and it's fair.",K,1,0,0,0,0,0,0,0,0,0,0,
5e2f5b28129198070e2996db,pf,"It takes into consideration more information than the other 2.  The exception to this is whether or not it is female owned.  My own subjective opinion is that it should be strictly on merit, not gender.","The lottery  is strictly random, and doesn't take any information into consideration.  It is not fair in any sense.",K,0,0,0,0,0,0,1,1,1,0,0,
5fe2b802bf7c82ed02b7cd10,fl,The fund will be finished if you don't apply to the govt. There is no enough money to be given to the small businesses,"The lottery is fairer so no one can complain, its gonna be a matter of Luck. The Point system is the least fair because we don't know  how bad the pandemic affects  the small businesses",K,0,0,0,0,1,0,0,0,0,0,0,
5fe52eaae44df4323dd17de7,fp,"While the point system has its merits, I believe that all small businesses, regardless of whether they are minority owned, should be entitled to government assistance. It is therefore the responsibility of the small businesses to  to apply. Not everyone can be made happy in this scenario. Like with any other system, first come, first serve.",A lottery is the least fair because it removes the advantage that proactivity provides a business. I personally do not think that chance is a fair way to divey up resources. I  think society should reward proactivity. The point system at least would allow those who need aid most to get it. The lottery system is the worse of all three options.,K,0,0,1,0,0,1,1,0,0,0,0,
5a0efb83ab721b0001ef8509,fp,I think this is less arbitrary and less subject to preference given to certain groups that the selection committe mignt favor.,It is at least a system and I do not want to let the politicians decide on who wins a questionable lottery.,K,0,1,0,0,0,0,1,0,0,0,0,
5e6548dbb47a552c541cb053,pl,Logical ways that businesses can earn points by how they are affected by Covid is a more fair way to distribute the money.,Obtaining money by how you hear about it's availability would probably mean that some who do not need the money and were not affected by Covid could get it.,K,0,0,1,1,0,0,0,0,0,0,0,
5d3129fc1802ea00160c0e43,fp,"If they are in need, they will apply as fast as possible",Because it does not account for the actual need the company has.,K,0,0,1,0,0,1,0,0,0,0,0,
5fd5f7b87953e047b07ff2e2,fp,By doing this we can know his strength,Because it can give us a fair solution,K,1,0,0,0,0,0,0,0,0,0,0,
5dcf1a3a946f7c05cfac2d25,pf,Would get help to the businesses that need it most,"Lottery doesn't take either need or owner initiative into consideration. On the other hand, I do worry that those who need it most may be too distracted to get their application submitted in a timely fashion. So I have mixed feelings about this.",K,0,0,1,1,0,1,0,1,0,0,0,
5f7e6dd6407e39148fc4d996,pf,"Because it takes into account a lot more factors such as credibility, prospect and benefits as opposed to timing or luck.",Lottery system is based on luck and is not ideal to select good business opportunities.,K,0,0,0,0,0,0,1,1,0,0,0,
59cc6c0246f7210001906b71,pf,Because you can better determine eligibility by a point system.,"A lottery is just random, while those who apply are most interested in getting help.",K,0,0,0,0,1,1,1,1,0,0,0,
5f1ca7c9d3db3c11895ba1fa,pl,We should help the businesses that have received the most financial loss first.,There are a lot of faults that come with who can do the paperwork the quickest. Too many variables and obstacles.,K,0,0,1,1,0,0,0,0,0,0,0,
5fd945c2ea1be443b3ada0c4,pl,Points takes factors into account rather than pure luck.,"Because some businesses will have 'inside' information, and get to the front of the line unfairly.",K,0,0,0,1,0,0,0,1,0,0,0,
